"We don't recognize the draw line data. Please define the ""lines"" array.","We don't recognize the draw line data. Please define the ""lines"" array.","module","Magento_Sales"
"Order Id is required for shipment document","Order Id is required for shipment document","module","Magento_Sales"
"You can't create a shipment without products.","You can't create a shipment without products.","module","Magento_Sales"
"The shipment contains product SKU ""%1"" that is not part of the original order.","The shipment contains product SKU ""%1"" that is not part of the original order.","module","Magento_Sales"
"The quantity to ship must not be greater than the unshipped quantity for product SKU ""%1"".","The quantity to ship must not be greater than the unshipped quantity for product SKU ""%1"".","module","Magento_Sales"
"An invoice cannot be created when an order has a status of %1","An invoice cannot be created when an order has a status of %1","module","Magento_Sales"
"A creditmemo can not be created when an order has a status of %1","A creditmemo can not be created when an order has a status of %1","module","Magento_Sales"
"The order does not allow a creditmemo to be created.","The order does not allow a creditmemo to be created.","module","Magento_Sales"
"A shipment cannot be created when an order has a status of %1","A shipment cannot be created when an order has a status of %1","module","Magento_Sales"
"The order does not allow a shipment to be created.","The order does not allow a shipment to be created.","module","Magento_Sales"
"""Creditmemo Document Validation Error(s):\n"" .","""Creditmemo Document Validation Error(s):\n"" .","module","Magento_Sales"
"Could not save a Creditmemo, see error log for details","Could not save a Creditmemo, see error log for details","module","Magento_Sales"
"""Shipment Document Validation Error(s):\n"" .","""Shipment Document Validation Error(s):\n"" .","module","Magento_Shipping"
"Could not save a shipment, see error log for details","Could not save a shipment, see error log for details","module","Magento_Sales"
"Authorized amount of %1.","Authorized amount of %1.","module","Magento_Sales"
"Authorized amount of %1. Order is suspended as its authorizing amount %1 is suspected to be fraudulent.","Authorized amount of %1. Order is suspended as its authorizing amount %1 is suspected to be fraudulent.","module","Magento_Sales"
"Captured amount of %1 online.","Captured amount of %1 online.","module","Magento_Sales"
"Subtotal:","Subtotal:","module","Magento_AdvancedCheckout"
"Thank you for your order from %store_name.","Thank you for your order from %store_name.","module","Magento_Sales"
"You can check the status of your order by <a href=""%account_url"">logging into your account</a>.","You can check the status of your order by <a href=""%account_url"">logging into your account</a>.","module","Magento_Sales"
"If you have questions about your order, you can email us at <a href=""mailto:%store_email"">%store_email</a>","If you have questions about your order, you can email us at <a href=""mailto:%store_email"">%store_email</a>","module","Magento_Sales"
"Once your package ships we will send you a tracking number.","Once your package ships we will send you a tracking number.","module","Magento_Sales"
"Your Order <span class=""no-link"">#%increment_id</span>","Your Order <span class=""no-link"">#%increment_id</span>","module","Magento_Sales"
"Placed on <span class=""no-link"">%created_at</span>","Placed on <span class=""no-link"">%created_at</span>","module","Magento_Sales"
"Once your package ships we will send an email with a link to track your order.","Once your package ships we will send an email with a link to track your order.","module","Magento_Sales"
"Admin Checkout","Admin Checkout","module","Magento_CustomerCustomAttributes"
"Length Only","Length Only","module","Magento_CustomerCustomAttributes"
"RSS","RSS","module","Magento_Rss"
"Google API","Google API","module","Magento_GoogleAnalytics"
"Google Analytics","Google Analytics","module","Magento_GoogleTagManager"
"An error occurred during mass deletion of data collector backups. Please review log and try again.","An error occurred during mass deletion of data collector backups. Please review log and try again.","module","Magento_Support"
"After you make your selections, click the ""Create"" button. Then stand by while the System Report is generated. This may take a few minutes. You will receive a notification once this step is completed.","After you make your selections, click the ""Create"" button. Then stand by while the System Report is generated. This may take a few minutes. You will receive a notification once this step is completed.","module","Magento_Support"
"An error occurred while deleting the system report. Please review log and try again.","An error occurred while deleting the system report. Please review log and try again.","module","Magento_Support"
"Unable to read system report data to display.","Unable to read system report data to display.","module","Magento_Support"
"No groups were specified to generate system report.","No groups were specified to generate system report.","module","Magento_Support"
"An error occurred while the system report was being created. Please review the log and try again.","An error occurred while the system report was being created. Please review the log and try again.","module","Magento_Support"
"An error occurred during mass deletion of system reports. Please review log and try again.","An error occurred during mass deletion of system reports. Please review log and try again.","module","Magento_Support"
"Support Module doesn't support %s operation system","Support Module doesn't support %s operation system","module","Magento_Support"
"Unable to create backup due to php exec function is disabled","Unable to create backup due to php exec function is disabled","module","Magento_Support"
"Directory %s should have writable & readable permissions","Directory %s should have writable & readable permissions","module","Magento_Support"
"Windows","Windows","module","Magento_Support"
"OS X","OS X","module","Magento_Support"
"Preparing system report data: Detected Single Row Mode but data may be incomplete.","Preparing system report data: Detected Single Row Mode but data may be incomplete.","module","Magento_Support"
"Core Global Cron Jobs","Core Global Cron Jobs","module","Magento_Support"
"Id","Id","module","Magento_Support"
"Stack Trace","Stack Trace","module","Magento_Support"
"There was an error while loading system report data.","There was an error while loading system report data.","module","Magento_Support"
"Cannot save backup. The reason is: Utility lsof not found","Cannot save backup. The reason is: Utility lsof not found","module","Magento_Support"
"text","text","module","Magento_Support"
"Are you sure you want to delete a ""%1"" record?","Are you sure you want to delete a ""%1"" record?","module","Magento_Support"
"Are you sure you wan't to delete a ""%1"" record?","Are you sure you wan't to delete a ""%1"" record?","module","Magento_Support"
"Support Data Collector","Support Data Collector","module","Magento_Support"
"Cron","Cron","module","Magento_NewRelicReporting"
"Are you sure you want to delete selected item(s)?","Are you sure you want to delete selected item(s)?","module","Magento_Support"
"Web API Security","Web API Security","module","Magento_WebapiSecurity"
"Something is wrong with the file upload settings.","Something is wrong with the file upload settings.","module","Magento_Theme"
"Are you sure you want to delete this folder?","Are you sure you want to delete this folder?","module","Magento_Theme"
"Are you sure you want to delete this file?","Are you sure you want to delete this file?","module","Magento_Theme"
"Global","Global","module","Magento_Customer"
"Something went wrong while saving this configuration:","Something went wrong while saving this configuration:","module","Magento_Theme"
"The %templateName contains an incorrect configuration. The template has a reference to itself. Either remove or change the reference.","The %templateName contains an incorrect configuration. The template has a reference to itself. Either remove or change the reference.","module","Magento_Theme"
"The date range for this design change overlaps another design change for the specified store.","The date range for this design change overlaps another design change for the specified store.","module","Magento_Theme"
"Circular-reference in theme inheritance detected for ""%1""","Circular-reference in theme inheritance detected for ""%1""","module","Magento_Theme"
"Use only standard alphanumeric, dashes and underscores.","Use only standard alphanumeric, dashes and underscores.","module","Magento_Theme"
"We cannot find a directory with this name.","We cannot find a directory with this name.","module","Magento_Theme"
"testMessage","testMessage","module","Magento_Theme"
"Toggle Nav","Toggle Nav","module","Magento_Theme"
"For the best experience on our site, be sure to turn on Javascript in your browser.","For the best experience on our site, be sure to turn on Javascript in your browser.","module","Magento_Theme"
"Local Storage seems to be disabled in your browser.","Local Storage seems to be disabled in your browser.","module","Magento_Theme"
"For the best experience on our site, be sure to turn on Local Storage in your browser.","For the best experience on our site, be sure to turn on Local Storage in your browser.","module","Magento_Theme"
"This is demo store. No orders will be fulfilled.","This is demo store. No orders will be fulfilled.","module","Magento_Theme"
"To sign in to our site, use these credentials during checkout or on the <a href=""%customer_url"">My Account</a> page:","To sign in to our site, use these credentials during checkout or on the <a href=""%customer_url"">My Account</a> page:","module","Magento_Theme"
"Forgot your account password? Click <a href=""%reset_url"">here</a> to reset it.","Forgot your account password? Click <a href=""%reset_url"">here</a> to reset it.","module","Magento_Theme"
"When you sign in to your account, you will be able to:","When you sign in to your account, you will be able to:","module","Magento_Theme"
"Store alternative addresses (for shipping to multiple family members and friends)","Store alternative addresses (for shipping to multiple family members and friends)","module","Magento_Theme"
"Copyright © 2013-2017 Magento, Inc. All rights reserved.","Copyright © 2013-2017 Magento, Inc. All rights reserved.","module","Magento_Theme"
"Admin 1column","Admin 1column","module","Magento_Theme"
"Allowed file types: ico, png, gif, jpg, jpeg, apng. Not all browsers support all these formats!","Allowed file types: ico, png, gif, jpg, jpeg, apng. Not all browsers support all these formats!","module","Magento_Theme"
"Default Page Title","Default Page Title","module","Magento_Theme"
"Page Title Prefix","Page Title Prefix","module","Magento_Theme"
"Page Title Suffix","Page Title Suffix","module","Magento_Theme"
"Default Meta Description","Default Meta Description","module","Magento_Theme"
"Default Meta Keywords","Default Meta Keywords","module","Magento_Theme"
"Allowed file types: png, gif, jpg, jpeg.","Allowed file types: png, gif, jpg, jpeg.","module","Magento_Theme"
"Logo Attribute Width","Logo Attribute Width","module","Magento_Theme"
"Logo Attribute Height","Logo Attribute Height","module","Magento_Theme"
"This will be displayed just before the body closing tag.","This will be displayed just before the body closing tag.","module","Magento_Theme"
"Edit custom instruction of robots.txt File","Edit custom instruction of robots.txt File","module","Magento_Theme"
"This action will delete your custom instructions and reset robots.txt file to system's default settings.","This action will delete your custom instructions and reset robots.txt file to system's default settings.","module","Magento_Theme"
"Reset To Defaults","Reset To Defaults","module","Magento_Theme"
"Nickname","Nickname","module","Magento_Review"
"%1 %2","%1 %2","module","Magento_Review"
"error-message","error-message","module","Magento_Wishlist"
"LocalizedException","LocalizedException","module","Magento_Cms"
"You must login or register to add items to your wishlist.","You must login or register to add items to your wishlist.","module","Magento_Wishlist"
"Please create the specified folder ""%1"" before saving the sitemap.","Please create the specified folder ""%1"" before saving the sitemap.","module","Magento_Sitemap"
"Please make sure that ""%1"" is writable by the web-server.","Please make sure that ""%1"" is writable by the web-server.","module","Magento_Sitemap"
"Please use only letters (a-z or A-Z), numbers (0-9) or underscores (_) in the filename. No spaces or other characters are allowed.","Please use only letters (a-z or A-Z), numbers (0-9) or underscores (_) in the filename. No spaces or other characters are allowed.","module","Magento_Sitemap"
"We found an invalid request for adding product to quote.","We found an invalid request for adding product to quote.","module","Magento_Checkout"
"Print receipt","Print receipt","module","Magento_Checkout"
"Total:","Total:","module","Magento_Checkout"
"Field","Field","module","Magento_Checkout"
"is required.","is required.","module","Magento_Checkout"
"Display Billing Address On","Display Billing Address On","module","Magento_Checkout"
"Number of Items to Display Pager","Number of Items to Display Pager","module","Magento_Checkout"
"Number of Items to Display Scrollbar","Number of Items to Display Scrollbar","module","Magento_Checkout"
"File not found","File not found","module","Magento_SampleData"
"Product that you are trying to add is not available.","Product that you are trying to add is not available.","module","Magento_Quote"
"Some addresses cannot be used due to country-specific configurations.","Some addresses cannot be used due to country-specific configurations.","module","Magento_Multishipping"
"Minimum Order Amount Exceeded.","Minimum Order Amount Exceeded.","module","Magento_Quote"
"error123","error123","module","Magento_Quote"
"error345","error345","module","Magento_Quote"
"Invalid state change requested","Invalid state change requested","module","Magento_Quote"
"Url","Url","module","Magento_ProductVideo"
"{size}","{size}","module","Magento_ConfigurableProduct"
"{width}^{height} px","{width}^{height} px","module","Magento_ConfigurableProduct"
"Uploader:","Uploader:","module","Magento_ProductVideo"
"YouTube API Key","YouTube API Key","module","Magento_ProductVideo"
"Autostart base video","Autostart base video","module","Magento_ProductVideo"
"PAK","PAK","module","Magento_Ups"
"error_message","error_message","module","Magento_Ups"
"United Parcel Service","United Parcel Service","module","Magento_Ups"
"United Parcel Service XML","United Parcel Service XML","module","Magento_Ups"
"UPS","UPS","module","Magento_Ups"
"Enable Free Shipping Threshold","Enable Free Shipping Threshold","module","Magento_Ups"
"Stop on Error","Stop on Error","module","Magento_ImportExport"
"Skip error entries","Skip error entries","module","Magento_ImportExport"
"Fields enclosure","Fields enclosure","module","Magento_ImportExport"
"Please fix errors and re-upload file or simply press ""Import"" button to skip rows with errors","Please fix errors and re-upload file or simply press ""Import"" button to skip rows with errors","module","Magento_ImportExport"
"catalog_rule","catalog_rule","module","Magento_CatalogRuleStaging"
"Magento\CatalogRule\Api\Data\RuleInterface","Magento\CatalogRule\Api\Data\RuleInterface","module","Magento_CatalogRuleStaging"
"Schedule Update","Schedule Update","module","Magento_CmsStaging"
"Rule Name","Rule Name","module","Magento_CatalogRuleStaging"
"Status","Status","module","Magento_CatalogRuleStaging"
"Customer Groups","Customer Groups","module","Magento_CatalogRuleStaging"
"Apply","Apply","module","Magento_CatalogRuleStaging"
"Discount Amount","Discount Amount","module","Magento_CatalogRuleStaging"
"Discard subsequent rules","Discard subsequent rules","module","Magento_CatalogRuleStaging"
"Move to Another Update","Move to Another Update","module","Magento_CmsStaging"
"200","200","module","Magento_CmsStaging"
"100","100","module","Magento_CmsStaging"
"50","50","module","Magento_CmsStaging"
"30","30","module","Magento_CmsStaging"
"20","20","module","Magento_CmsStaging"
"lbs","lbs","module","Magento_Directory"
"kgs","kgs","module","Magento_Directory"
"Yahoo Finance Exchange","Yahoo Finance Exchange","module","Magento_Directory"
"Fixer.io","Fixer.io","module","Magento_Directory"
"Webservicex","Webservicex","module","Magento_Directory"
"HTML","HTML","module","Magento_CheckoutAgreements"
"Checkbox Text","Checkbox Text","module","Magento_CheckoutAgreements"
"Auto","Auto","module","Magento_Paypal"
"If you select and save the rule you will be able to generate multiple coupon codes.","If you select and save the rule you will be able to generate multiple coupon codes.","module","Magento_SalesRule"
"Usage limit enforced for logged in customers only.","Usage limit enforced for logged in customers only.","module","Magento_SalesRule"
"Solr Server Timeout","Solr Server Timeout","module","Magento_Solr"
"Magento Web API","Magento Web API","module","Magento_Webapi"
"NoSuchEntityException","NoSuchEntityException","module","Magento_Customer"
"InputException.","InputException.","module","Magento_Customer"
"InputException","InputException","module","Magento_Customer"
"regionId is a required field.","regionId is a required field.","module","Magento_Customer"
"You are subscribed to ""General Subscription"".","You are subscribed to ""General Subscription"".","module","Magento_Customer"
"Checkout as a new customer","Checkout as a new customer","module","Magento_Customer"
"Checkout using your account","Checkout using your account","module","Magento_Customer"
"Account Information Options","Account Information Options","module","Magento_Customer"
"Change Email Template","Change Email Template","module","Magento_Customer"
"Change Email and Password Template","Change Email and Password Template","module","Magento_Customer"
"Show Telephone","Show Telephone","module","Magento_Customer"
"Show Company","Show Company","module","Magento_Customer"
"Show Fax","Show Fax","module","Magento_Customer"
"If your Magento installation has multiple websites, you can edit the scope to associate the customer with a specific site.","If your Magento installation has multiple websites, you can edit the scope to associate the customer with a specific site.","module","Magento_Customer"
"This email address is already subscribed.","This email address is already subscribed.","module","Magento_Newsletter"
"200 OK","200 OK","module","Magento_WebsiteRestriction"
"sales_rule","sales_rule","module","Magento_SalesRuleStaging"
"Magento\SalesRule\Api\Data\RuleInterface","Magento\SalesRule\Api\Data\RuleInterface","module","Magento_SalesRuleStaging"
"The cart price rule will be removed from the update and all scheduled changes will be lost.","The cart price rule will be removed from the update and all scheduled changes will be lost.","module","Magento_SalesRuleStaging"
"in","in","module","Magento_Shipping"
"cm","cm","module","Magento_Dhl"
"lb","lb","module","Magento_Shipping"
"kg","kg","module","Magento_Shipping"
"Error:","Error:","module","Magento_Shipping"
". ':'",". ':'","module","Magento_Shipping"
"Track your order","Track your order","module","Magento_Shipping"
"Track All Shipments","Track All Shipments","module","Magento_Shipping"
"Add Gift Options","Add Gift Options","module","Magento_GiftMessage"
"Add Gift Options for Individual Items","Add Gift Options for Individual Items","module","Magento_GiftMessage"
"Universal Analytics","Universal Analytics","module","Magento_GoogleTagManager"
"SKU:","SKU:","module","Magento_AdvancedCheckout"
"URL","URL","module","Magento_Downloadable"
"button_label","button_label","module","Magento_Paypal"
"A total of %1 synonym group(s) have been deleted.","A total of %1 synonym group(s) have been deleted.","module","Magento_Search"
"Search synonyms are not supported by the %1 search engine. Any synonyms you enter won't be used.","Search synonyms are not supported by the %1 search engine. Any synonyms you enter won't be used.","module","Magento_Search"
"The terms you entered, (%1), belong to 1 existing synonym group, %2. Select the ""Merge existing synonyms"" checkbox so the terms can be merged.","The terms you entered, (%1), belong to 1 existing synonym group, %2. Select the ""Merge existing synonyms"" checkbox so the terms can be merged.","module","Magento_Search"
"The terms you entered, (%1), belong to %2 existing synonym groups, %3 and %4. Select the ""Merge existing synonyms"" checkbox so the terms can be merged.","The terms you entered, (%1), belong to %2 existing synonym groups, %3 and %4. Select the ""Merge existing synonyms"" checkbox so the terms can be merged.","module","Magento_Search"
"Something went wrong while saving the search query.","Something went wrong while saving the search query.","module","Magento_Search"
"You already have an identical search term query.","You already have an identical search term query.","module","Magento_Search"
"Synonym group with id %1 cannot be deleted. %2","Synonym group with id %1 cannot be deleted. %2","module","Magento_Search"
"Merge conflict with existing synonym group(s): %1","Merge conflict with existing synonym group(s): %1","module","Magento_Search"
"Are you sure you want to delete synonym group with id: %1?","Are you sure you want to delete synonym group with id: %1?","module","Magento_Search"
"no","no","module","Magento_Search"
"You can adjust the scope of this synonym group by selecting an option from the list.","You can adjust the scope of this synonym group by selecting an option from the list.","module","Magento_Search"
"Are you sure you want to delete the selected synonym groups?","Are you sure you want to delete the selected synonym groups?","module","Magento_Search"
"Unique constraint violation found","Unique constraint violation found","module","Magento_Eav"
"Attribute group with same code already exist. Please rename ""%1"" group","Attribute group with same code already exist. Please rename ""%1"" group","module","Magento_Eav"
"Attribute with ID: ""%1"" does not exist","Attribute with ID: ""%1"" does not exist","module","Magento_Eav"
"We can't save this option because Magento is not installed. To lock this value, enter the command again using the --%1 option.","We can't save this option because Magento is not installed. To lock this value, enter the command again using the --%1 option.","module","Magento_Config"
"The value you set has already been locked. To change the value, use the --%1 option.","The value you set has already been locked. To change the value, use the --%1 option.","module","Magento_Config"
"Configuration for path: ""%1"" doesn't exist","Configuration for path: ""%1"" doesn't exist","module","Magento_Config"
"The ""%1"" path does not exist","The ""%1"" path does not exist","module","Magento_Config"
"Bcc","Bcc","module","Magento_Config"
"HTTPS (SSL)","HTTPS (SSL)","module","Magento_Config"
"%1: Instance of %2 is expected, got %3 instead","%1: Instance of %2 is expected, got %3 instead","module","Magento_Config"
".",".","module","Magento_Ui"
"'There is no defined type ' .","'There is no defined type ' .","module","Magento_Config"
"'Object is not instance of ' .","'Object is not instance of ' .","module","Magento_Config"
"Filesystem is not writable.","Filesystem is not writable.","module","Magento_Config"
"Some error","Some error","module","Magento_Deploy"
"Some message","Some message","module","Magento_Config"
"This command is unavailable right now.","This command is unavailable right now.","module","Magento_Config"
"The ""test/test/test"" path does not exists","The ""test/test/test"" path does not exists","module","Magento_Config"
"error message","error message","module","Magento_Config"
"some_label","some_label","module","Magento_Config"
"some_comment","some_comment","module","Magento_Config"
"test2","test2","module","Magento_Config"
"Magento Admin","Magento Admin","module","Magento_Config"
"the Child of the Matched Product Categories","the Child of the Matched Product Categories","module","Magento_TargetRule"
"Product Price is %1 %2% of Matched Product(s) Price","Product Price is %1 %2% of Matched Product(s) Price","module","Magento_TargetRule"
"Could not rebuild index for empty products array","Could not rebuild index for empty products array","module","Magento_TargetRule"
"This attribute code is invalid. Please use only letters (a-z), numbers (0-9) or underscores (_), and be sure the code begins with a letter.","This attribute code is invalid. Please use only letters (a-z), numbers (0-9) or underscores (_), and be sure the code begins with a letter.","module","Magento_TargetRule"
"Maximum Number of Products in Related Products List","Maximum Number of Products in Related Products List","module","Magento_TargetRule"
"Rotation Mode for Products in Related Product List","Rotation Mode for Products in Related Product List","module","Magento_TargetRule"
"Maximum Number of Products in Cross-Sell Product List","Maximum Number of Products in Cross-Sell Product List","module","Magento_TargetRule"
"Rotation Mode for Products in Cross-Sell Product List","Rotation Mode for Products in Cross-Sell Product List","module","Magento_TargetRule"
"Maximum Number of Products in Upsell Product List","Maximum Number of Products in Upsell Product List","module","Magento_TargetRule"
"Rotation Mode for Products in Upsell Product List","Rotation Mode for Products in Upsell Product List","module","Magento_TargetRule"
"Time value has an unsupported format","Time value has an unsupported format","module","Magento_Analytics"
"Cron settings can't be saved","Cron settings can't be saved","module","Magento_Analytics"
"Input data must be string or convertible into string.","Input data must be string or convertible into string.","module","Magento_Analytics"
"Input data must be non-empty string.","Input data must be non-empty string.","module","Magento_Analytics"
"Not valid cipher method.","Not valid cipher method.","module","Magento_Analytics"
"Encryption key can't be empty.","Encryption key can't be empty.","module","Magento_Analytics"
"Source ""%1"" is not exist","Source ""%1"" is not exist","module","Magento_Analytics"
"These arguments can't be empty ""%1""","These arguments can't be empty ""%1""","module","Magento_Analytics"
"File is not ready yet.","File is not ready yet.","module","Magento_Analytics"
"Your Base URL has been changed and your reports are being updated. Advanced Reporting will be available once this change has been processed. Please try again later.","Your Base URL has been changed and your reports are being updated. Advanced Reporting will be available once this change has been processed. Please try again later.","module","Magento_Analytics"
"Failed to synchronize data to the Magento Business Intelligence service.","Failed to synchronize data to the Magento Business Intelligence service.","module","Magento_Analytics"
"<a href=""%1"">Retry Synchronization</a>","<a href=""%1"">Retry Synchronization</a>","module","Magento_Analytics"
"Advanced Reporting","Advanced Reporting","module","Magento_Analytics"
"Gain new insights and take command of your business' performance, using our dynamic product, order, and customer reports tailored to your customer data.","Gain new insights and take command of your business' performance, using our dynamic product, order, and customer reports tailored to your customer data.","module","Magento_Analytics"
"View details","View details","module","Magento_Analytics"
"Go to Advanced Reporting","Go to Advanced Reporting","module","Magento_Analytics"
"API","API","module","Magento_Integration"
"Business Intelligence","Business Intelligence","module","Magento_Analytics"
"BI Essentials","BI Essentials","module","Magento_Analytics"
"This service provides a dynamic suite of reports with rich insights about your business.                Your reports can be accessed securely on a personalized dashboard outside of the admin panel by clicking on the                ""Go to Advanced Reporting"" link. </br> For more information, see our                <a href=""https://magento.com/legal/terms/privacy"">terms and conditions</a>.","This service provides a dynamic suite of reports with rich insights about your business.                Your reports can be accessed securely on a personalized dashboard outside of the admin panel by clicking on the                ""Go to Advanced Reporting"" link. </br> For more information, see our                <a href=""https://magento.com/legal/terms/privacy"">terms and conditions</a>.","module","Magento_Analytics"
"Advanced Reporting Service","Advanced Reporting Service","module","Magento_Analytics"
"Industry","Industry","module","Magento_Analytics"
"Time of day to send data","Time of day to send data","module","Magento_Analytics"
"<strong>Get more insights from Magento Business Intelligence</strong>","<strong>Get more insights from Magento Business Intelligence</strong>","module","Magento_Analytics"
"Magento Business Intelligence provides you with a simple and clear path to                    becoming more data driven.</br> Learn more about <a target=""_blank""                    href=""https://dashboard.rjmetrics.com/v2/magento/signup/"">BI Essentials</a> tier.","Magento Business Intelligence provides you with a simple and clear path to                    becoming more data driven.</br> Learn more about <a target=""_blank""                    href=""https://dashboard.rjmetrics.com/v2/magento/signup/"">BI Essentials</a> tier.","module","Magento_Analytics"
"Auto Parts","Auto Parts","module","Magento_Analytics"
"Baby/Children’s Apparel, Gear and Toys","Baby/Children’s Apparel, Gear and Toys","module","Magento_Analytics"
"Beauty and Cosmetics","Beauty and Cosmetics","module","Magento_Analytics"
"Books, Music and Magazines","Books, Music and Magazines","module","Magento_Analytics"
"Crafts and Stationery","Crafts and Stationery","module","Magento_Analytics"
"Consumer Electronics","Consumer Electronics","module","Magento_Analytics"
"Deal Site","Deal Site","module","Magento_Analytics"
"Fashion Apparel and Accessories","Fashion Apparel and Accessories","module","Magento_Analytics"
"Food, Beverage and Grocery","Food, Beverage and Grocery","module","Magento_Analytics"
"Home Goods and Furniture","Home Goods and Furniture","module","Magento_Analytics"
"Home Improvement","Home Improvement","module","Magento_Analytics"
"Jewelry and Watches","Jewelry and Watches","module","Magento_Analytics"
"Mass Merchant","Mass Merchant","module","Magento_Analytics"
"Office Supplies","Office Supplies","module","Magento_Analytics"
"Outdoor and Camping Gear","Outdoor and Camping Gear","module","Magento_Analytics"
"Pet Goods","Pet Goods","module","Magento_Analytics"
"Pharma and Medical Devices","Pharma and Medical Devices","module","Magento_Analytics"
"Technology B2B","Technology B2B","module","Magento_Analytics"
"powered by Magento Business Intelligence","powered by Magento Business Intelligence","module","Magento_Analytics"
"Are you sure you want to opt out?","Are you sure you want to opt out?","module","Magento_Analytics"
"Opt out","Opt out","module","Magento_Analytics"
"<p>Advanced Reporting in included,                    free of charge, in your Magento software. When you opt out, we collect no product, order, and                    customer data to generate our dynamic reports.</p><p>To opt in later: You can always turn on Advanced                    Reporting in you Admin Panel.</p>","<p>Advanced Reporting in included,                    free of charge, in your Magento software. When you opt out, we collect no product, order, and                    customer data to generate our dynamic reports.</p><p>To opt in later: You can always turn on Advanced                    Reporting in you Admin Panel.</p>","module","Magento_Analytics"
"In order to personalize your Advanced Reporting experience, please select your industry.","In order to personalize your Advanced Reporting experience, please select your industry.","module","Magento_Analytics"
"product","product","module","Magento_CatalogStaging"
"catalog_category","catalog_category","module","Magento_CatalogStaging"
"Magento\Catalog\Api\Data\ProductInterface","Magento\Catalog\Api\Data\ProductInterface","module","Magento_CatalogStaging"
"Magento\Catalog\Api\Data\CategoryInterface","Magento\Catalog\Api\Data\CategoryInterface","module","Magento_CatalogStaging"
"Meta Keywords","Meta Keywords","module","Magento_CmsStaging"
"Insights API URL","Insights API URL","module","Magento_NewRelicReporting"
"Insights API Key","Insights API Key","module","Magento_NewRelicReporting"
"We couldn't write file ""%1"" to ""%2"" with the ""%3"" driver.","We couldn't write file ""%1"" to ""%2"" with the ""%3"" driver.","module","Magento_ScheduledImportExport"
"ASCII","ASCII","module","Magento_ScheduledImportExport"
"cc_type","cc_type","module","Magento_Braintree"
"cc_number","cc_number","module","Magento_Braintree"
"avsPostalCodeResponseCode","avsPostalCodeResponseCode","module","Magento_Braintree"
"avsStreetAddressResponseCode","avsStreetAddressResponseCode","module","Magento_Braintree"
"cvvResponseCode","cvvResponseCode","module","Magento_Braintree"
"processorAuthorizationCode","processorAuthorizationCode","module","Magento_Braintree"
"processorResponseCode","processorResponseCode","module","Magento_Braintree"
"processorResponseText","processorResponseText","module","Magento_Braintree"
"braintree","braintree","module","Magento_Braintree"
"liabilityShifted","liabilityShifted","module","Magento_Braintree"
"liabilityShiftPossible","liabilityShiftPossible","module","Magento_Braintree"
"riskDataId","riskDataId","module","Magento_Braintree"
"riskDataDecision","riskDataDecision","module","Magento_Braintree"
"paymentId","paymentId","module","Magento_Braintree"
"payerEmail","payerEmail","module","Magento_Braintree"
"sale","sale","module","Magento_Braintree"
"credit","credit","module","Magento_Braintree"
"authorization_expired","authorization_expired","module","Magento_Braintree"
"authorizing","authorizing","module","Magento_Braintree"
"authorized","authorized","module","Magento_Braintree"
"gateway_rejected","gateway_rejected","module","Magento_Braintree"
"failed","failed","module","Magento_Braintree"
"processor_declined","processor_declined","module","Magento_Braintree"
"settled","settled","module","Magento_Braintree"
"settling","settling","module","Magento_Braintree"
"submitted_for_settlement","submitted_for_settlement","module","Magento_Braintree"
"voided","voided","module","Magento_Braintree"
"unrecognized","unrecognized","module","Magento_Braintree"
"settlement_declined","settlement_declined","module","Magento_Braintree"
"settlement_pending","settlement_pending","module","Magento_Braintree"
"settlement_confirmed","settlement_confirmed","module","Magento_Braintree"
"paypal_account","paypal_account","module","Magento_Braintree"
"coinbase_account","coinbase_account","module","Magento_Braintree"
"europe_bank_accout","europe_bank_accout","module","Magento_Braintree"
"credit_card","credit_card","module","Magento_Braintree"
"apple_pay_card","apple_pay_card","module","Magento_Braintree"
"android_pay_card","android_pay_card","module","Magento_Braintree"
"Are you sure you want to delete this PayPal account","Are you sure you want to delete this PayPal account","module","Magento_Braintree"
"MM","MM","module","Magento_BraintreeTwo"
"YY","YY","module","Magento_BraintreeTwo"
"Braintree","Braintree","module","Magento_Braintree"
"Widget ""%1""","Widget ""%1""","module","Magento_Widget"
"For Category","For Category","module","Magento_UrlRewrite"
"For Product","For Product","module","Magento_UrlRewrite"
"Create URL Rewrite","Create URL Rewrite","module","Magento_UrlRewrite"
"Something went wrong while saving URL Rewrite.","Something went wrong while saving URL Rewrite.","module","Magento_UrlRewrite"
"Do not use two or more consecutive slashes in the request path.","Do not use two or more consecutive slashes in the request path.","module","Magento_UrlRewrite"
"Do not use two or more consecutive slashes in the url rewrite suffix.","Do not use two or more consecutive slashes in the url rewrite suffix.","module","Magento_UrlRewrite"
"URL key for specified store already exists.","URL key for specified store already exists.","module","Magento_UrlRewrite"
"Wrong attribute set code ""%1"", please correct it and try again.","Wrong attribute set code ""%1"", please correct it and try again.","module","Magento_CatalogImportExport"
"Number of Orders","Number of Orders","module","Magento_CustomerSegment"
"Import failed: %1","Import failed: %1","module","Magento_Deploy"
"Wrong logger interface specified.","Wrong logger interface specified.","module","Magento_Deploy"
"Hash has not been saved.","Hash has not been saved.","module","Magento_Deploy"
"Parameter ""class"" must be present.","Parameter ""class"" must be present.","module","Magento_Deploy"
